疾病症状	社会关系	生活	学习工作	情感	非此即彼	以偏概全	心理过滤	否定正面思考	妄下结论	放大和缩小	情绪化推理	应该句式	乱贴标签	罪责归己/他	情感效应	行为效应	习惯性驳斥	有效驳斥	触发性事件	认知歪曲	情绪反应	驳斥	sentence
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我知道这会伤害她，她会感到困惑和悲伤，但老实说，我无论如何都是一个非常糟糕的榜样。
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我从高中辍学了
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	我经常自残，这是一个我一直无法改掉的坏习惯。
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我的人生无路可走
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我想我只是把我所有的药都吃了(我现在吃了两种药，还有两种药是医生开的，但我从来没有吃过)，然后割腕。
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	这条死亡之路是我一手铺垫的，14岁那年自尽未遂后，我并没有感受到重生的喜悦，之后的人生不过是在加速奔向死亡。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我要自杀了。
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我自己的家人几乎不跟我说话。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	我没有朋友，什么都没有。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	我不能再为自己做任何事了。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	活在这个该死的世界上毫无意义而且没有人会想念我。
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我很少见到他们，也很少和他们说话。
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我有朋友，但我不认为他们是真正的朋友。
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	我觉得我他妈没有一个人可以谈心。
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我是一个变性人，我有暴食症，我受够了
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	我受够了吃完东西就想自杀。
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我曾多次试图独自改掉我的习惯，现在我有厌食症患者的心态，但我仍然暴食。
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我的愤怒问题已经超出了正常范围，因为睾酮分泌，我再也不能哭了，我因为焦虑、抑郁和自我伤害失去了很多朋友，我今天在塞恩斯伯里超市就恐慌发作了三次，我不想再这样下去了。
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	我总是吃得太多，但在过去的10年里，情况似乎变得更糟了，我在需要安慰的时候吃东西，我吃得太多了，然后感觉很糟糕，所以我吃得更多来应对它。
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我知道这是不对的，当我想吃东西的时候，我试着告诉自己咬我的舌头，我需要空腹，我曾经写下我吃的每一卡路里，但我总是崩溃和暴食，又回到了我开始的地方。
0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	时间倒回几年前，我陷入了深深的沮丧，失去了工作，朋友、家人都不太理解我，因为我是家里的“害群之马”。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我试图割腕自杀，但一个朋友突然出现救了我。
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我在公共部门工作，保护英国各地学校的学生数据，调查数据泄露等。
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	我没有积蓄，我勉强维持生计，一切似乎都出了问题，崩溃了。
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	我能感觉到自己又陷入了抑郁。
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	由于被开除的压力和我的事业受到影响，我一直患有头痛，我一直在服用止痛药(可待因)，并且每次都增加剂量来麻痹自己。
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	我知道这并不像其他人的问题那么可怕，但我一直试图做一个好人，改变世界，但每次我站起来，感觉世界都在踢我。
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	结束这一切似乎是我现在唯一的想法。
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	从13岁起，我就一直在处理抑郁症和焦虑
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	现在我他妈就是个白痴
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我担心今年也会不及格
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	所有的朋友都很讨厌我，觉得我让他们很尴尬
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	那天晚上我搞砸了和好朋友的友谊
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我只有在喝醉的时候才会感觉良好
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	就会崩溃和严重焦虑
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我的老师讨厌我
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我这辈子从没做过好事也没做过让人骄傲的事
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我讨厌、丑陋、懒惰、
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我想我快要走到尽头了
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我是个令人失望的孩子
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我差点旧病复发，之前还差点心血来潮就这么自杀了
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	像个小贱人一样
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我经历了一场非常痛苦、令人不快的离婚
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我的生母在情感上虐待我
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	当我处于压力环境中时，我时不时地会经历恐慌发作
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	我不关心我的家庭，我应该出去流浪，自己照顾自己
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	觉得我不是一个好人，我不配得到任何东西
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	但两年的心理学学位让我明白，事实并非如此。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我觉得很孤独，被我的朋友和支持网络孤立了
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我的生活就是垃圾
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我女朋友两周前去上大学了，她决定结束我们的关系
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	昨天我爸爸把我掐死在地上，我去报警了
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我母亲也不相信我说的话
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	每天都有别的事情把我搞砸
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我已经准备好把自己撞到砖墙上再也不回头了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我不想呼吸。我不想说话。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我准备结束这一切
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我脑子里出现一个声音，不停的出现告诉我不能做这个不能做那个，已经一两年的时间了，我打字它告诉我你不能打这个字要打另一个字，不然会有什么后果我爸骂我的事情我就会出现记忆障碍一样记不住
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	就好害怕
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	又实在活得难过哭的时候喘不动气就会拿尖锐的东西划自己
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	如果被发现了该怎么办看着窗户想跳下去又觉得自己真可怜，阳光这么好我却想跳下去我好难过啊
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	在过去的三个月里，我失业了，辍学了
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	体重增加了20多磅
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我也有一段时间没和朋友说过话了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我一直对自己的外表感到很尴尬
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	所以我一直躲着所有人，除非迫不得已，否则我不会出去
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我觉得我已经尝试了所有的方法来停止暴饮暴食，我不再向朋友倾诉，因为我一直无法戒掉暴饮暴食，也无法阻止体重迅速增加
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	这是我两次差点自杀的经历之一另一次是在10年前
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我只是很害怕我永远不会停止暴饮暴食
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我看不到出路
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我完了，一切都糟透了。我现在一团糟
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	一切出了差错都是我的错
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我不能爱我自己。我不能告诉任何人。我找不到帮助
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	我把一切都搞砸了，已经没有希望补救了
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	生活没有意义
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我是个错误。我就是个宇宙笑话。我是无性的。我什么都做不好。我不是二元性别。我什么都做不好。我很坏，我知道这是真的
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我配不上你的能量，因为我是个黑洞
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	大学一年级不及格
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	现在我负债累累。我没有工作
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	因为我也害怕失败
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我就活不下去了
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我失败了。这是结束了
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我是一个斑点，在一个污点上，在一个粒子上，在一粒沙子上，在一个海滩上，在数十亿的海滩中，所以任何事情都无所谓
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	为什么我的生活一直是一个恶心的宇宙笑话
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	生活是痛苦的
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我要自杀了
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	抑郁症似乎就一直是我生活的一部分
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我的母亲死于乳腺癌
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我就再也不一样了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我的沮丧和悲伤主要来自悲伤
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	我开始责怪自己
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	并不一定是因为我母亲的死，而是因为所有出了问题的事情
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我第一次有自杀的念头是在我11岁的时候，从那以后，这种念头就一直来来去去
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	我最终也开始责怪自己是同性恋
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	"我开始称自己为""该死的基佬""等等"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	每当我做错事的时候，我都会说自己的坏话
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	他们可以从“你是个可怕的人”到“没有人爱或关心你”
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	那些我有朋友的人似乎从来不会和我说话，除非我先去找他们
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	当然他们从来没有担心过
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	但我今天真的感觉不太好
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	但今天我三次想到自杀
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我被我最亲近的人背叛了
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我一直在努力找工作，感觉被困住了
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我觉得我总是以最低的频率吸引最糟糕的人
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我有很多父母的问题
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	这是我明天早上第七次企图自杀
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	人们倾向于喜欢我，但我把自己孤立起来。很多人关心我，但我从不参加任何社交活动，因为我觉得和任何人一起做任何事都很不自在。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	知道我给家人和其他人带来了多大的压力，知道我的死会给家人和其他人带来多大的痛苦，我很伤心
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我有越来越严重的抑郁和焦虑
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	但我可能会继续尝试自杀
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我感到很内疚。但我太累了
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我有精神疾病。我患有抑郁症、焦虑症，还被诊断出患有创伤后应激障碍
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	导致我自杀的原因是总体上的懒惰
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我看到并感受到我每天遭受的痛苦
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我没有任何支持我的人
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我试着去公共场合，却发现人们不想靠近我。他们看我就像看动物一样
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	有些人说他们可能关心我，而我的感觉却恰恰相反，他们或多或少地怨恨我
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	但除了工作人员的虐待之外
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我只是情绪上的不安
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我的脑海中只有自杀的想法。我过去的创伤历史和现在的生活让我感到沮丧
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	因为我觉得自己毫无价值，毫无用处
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我对自己生气、伤心、哭泣
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我经常有自我伤害的冲动，使用武器和杠杆把自己置于完全危险的境地
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	我倾向于对自己和他人采取暴力行为，如果有人在身边，我知道我有能力伤害甚至可能杀死别人。
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我无法独自应对，直到今天，我仍然感到孤独，即使有人可能正在经历他们自己的痛苦，但作为社会的受害者，作为我自己的受害者，我看不到这一点，因为我被自己的问题困住了，被我的思想囚禁了。
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我没有支持，我没有家人，也没有朋友
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	甚至像对待社会的毒瘤一样对待我
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	此时此刻我感到焦虑
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	每当我像我这样焦虑的时候，我的焦虑就会飙升，我的腿就会像冲击波一样，我的下巴有时会紧闭，我的手臂开始颤抖，或者有时如果情况真的很严重，我就会呕吐，咳出肺部的血
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	这很可能是我经历过的创伤事件的闪回，我辗转反侧，独自醒来，冒着冷汗，有时尖叫，呼吸沉重。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我在2017年尝试过自杀
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	抑郁症的原因(我实际上从未被诊断出来，但有所有的症状)是虐待
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我从幼儿园开始(大约5岁)就被大声喊叫和殴打，从小学开始就因为我的长相(超重)而被羞辱和欺负
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	为了达到我的高期望(全优)，压力越来越大
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	自从我康复后，我一直在努力变瘦，但我的父母说我不能节食，因为我太年轻了(而不是节食，我刚开始吃得更健康)，我爸爸不再打我了，因为他知道我越来越强壮(锻炼)，会反击
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	但情绪控制和言语虐待并没有停止。
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	在我回来的第二天，我爸爸突然冒出来想亲我，但是我的胳膊挡住了我的路。他立刻开始对我大喊大叫，说我不尊重他，说我不知道什么是爱，说我不爱他，说我对他为我所做的一切是多么忘恩负义。他还高喊要剥夺我的所有权利，包括言论自由。每当我想说什么时，他都会打断我，大喊“不要回答我!”他说他讨厌他冲我吼的时候我放松的样子。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我精神崩溃了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	那天晚上他说对了一件事，那就是我不爱他，我两年前就意识到我不爱他。
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	如果不是因为这个国家的法律，我会杀了他，但我甚至无法为自己辩护，因为我情绪太激动了，我说不出什么，我只是想象着杀了他。
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我觉得未来毫无意义
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	在中学的时候，我每年都是优等生，我父母经常吵架，不过没什么结果，直到我妈妈觉得她受够了，把我和我妹妹留给了我父亲，她每天都对我们大喊大叫，诅咒我们出生的那一天，说我们的母亲是一个糟糕的女人，那段时间我们没有和我母亲联系。
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我得了抑郁症
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	成绩开始下降，成绩很差
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	我觉得这毫无意义
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	我的父母不爱我，我的父亲讨厌我，我觉得他有躁郁症，我的母亲会无视我们，除非我们和她住在一起
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	几次试图自杀
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我患双相情感障碍已经有十年了。早些时候，我断断续续地服用药物。我已经用了几年了，现在做了一些调整。在这期间，我被诊断出患有不治之症
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我失去了我的奶奶，我失去了我的爷爷，我和我的母亲没有任何关系
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	工作上的问题(骚扰)、对生存的焦虑和其他事情
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我爱他。他让我开心，他会倾听，他会支持我，他是我想和他在一起的人。他决定不干了。没有理由。他趁我上班的时候把他的东西都带走了。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我有一种不想再活下去的感觉
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我在拔头发，剪头发，抽烟，喝酒，谁知道我还会做什么。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	但事实是我累了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	我觉得我不能再这样下去了
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	这是愚蠢的
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我甚至没有什么可沮丧的
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	但我恨我自己
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我觉得自己像坨屎。一种负担
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	我不能再这样下去了。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	我首先要说的是，请不要怜悯我。我不是在寻求关注。
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我有严重的焦虑症，临床抑郁症，还有令人心碎的广场恐惧症
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我高中就辍学了，连普通教育文凭都没有
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我觉得自己是个失败者，是家人的负担
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	现在我的余生都在服用血液稀释剂，不管这将持续多久
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	我觉得我把太多的责任放在了我的家庭身上，而不是必要的，我为自己不能简单地正常而感到羞愧。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我太害怕做一些会给我带来痛苦的事情，所以这就是我选择过量用药的原因。
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	我想在睡梦中死去，因为这是一种平静的方式。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我昨晚第二次差点自杀了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我觉得很孤单
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我从中学开始就患有抑郁症(我现在21岁了)
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	像往常一样。我和男朋友又吵了一架，因为我永远不能向他吐露我的感受。
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我总是想自杀
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	在去旧金山的路上，我意识到我的方法很荒谬，因为我非常恐高。而且我现在不能自杀，因为我要照顾这些狗，而它们的主人几周后就要出国几个月了。如果我死了，他们就没人遛哈巴狗了。
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我在大学里从未真正交过新朋友。我不和高中的老朋友说话
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我感到非常非常孤独
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我真的很想死，但我最后一次尝试是在10月
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我真的很想死，活着感觉太不对了
0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	而且我敢肯定，无论我多么努力，我都不会对我的生活感到满意
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我在服药，我去接受治疗
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我觉得我是世界上最愚蠢、最没用的人
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	我不配活下去，我也不想活下去
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	我恶心，忘恩负义，是世上最坏的人
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	我试图制定一个计划，让我的自杀看起来像是一场意外
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	我不想让我的父母和妹妹再经历一次那样的经历。还有，我很想自残，但我答应过我妈妈我不会再这样做了
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	我很想自残
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	我申请了研究生院，但没有被录取
